iter	Logloss
291	0.2782024293
292	0.2778312308
293	0.2775086559
294	0.2770227608
295	0.2768678641
296	0.2763204511
297	0.2757524799
298	0.2752856775
299	0.2747135463
300	0.2742143022
301	0.2738281557
302	0.2732562226
303	0.2728161797
304	0.2723453222
305	0.2719987646
306	0.271562465
307	0.2713670834
308	0.2713184608
309	0.2709759991
310	0.2704688739
311	0.2701795697
312	0.270080226
313	0.2697836811
314	0.2694162653
315	0.2691089866
316	0.2688781979
317	0.2685336057
318	0.2682747683
319	0.2676555012
320	0.2674054104
321	0.2670755643
322	0.2668212982
323	0.2665123678
324	0.2661393319
325	0.2656601347
326	0.2652382097
327	0.2648448136
328	0.2645442328
329	0.2641539372
330	0.2636526266
331	0.2631378056
332	0.2627782994
333	0.2624573727
334	0.2620251223
335	0.2617203475
336	0.2614643731
337	0.2611982877
338	0.2609319909
339	0.2607965272
340	0.2607162693
341	0.2603285524
342	0.2600799991
343	0.2598046774
344	0.2595613131
345	0.2592682986
346	0.2588511868
347	0.2585531719
348	0.2583330589
349	0.2581348306
350	0.2580449694
351	0.2578152256
352	0.2573668154
353	0.2571715062
354	0.2566759842
355	0.2563793447
356	0.2560907809
357	0.2558700723
358	0.255469371
359	0.2553586797
360	0.2553032681
361	0.2551188804
362	0.2546909747
363	0.2544682799
364	0.2539897507
365	0.2537100734
366	0.2534239701
367	0.2531343058
368	0.2528457622
369	0.2525394894
370	0.25215467
371	0.2519133391
372	0.2517047229
373	0.2515038193
374	0.2511717776
375	0.2509919282
376	0.2508151167
377	0.2505359817
378	0.2502949317
379	0.2499973779
380	0.24980738
381	0.2494920773
382	0.24925554
383	0.2488936358
384	0.248678069
385	0.248486079
386	0.2482277096
387	0.248024573
388	0.2476540779
389	0.247333
390	0.2472743673
391	0.2470955671
392	0.2468141987
393	0.2465389543
394	0.2465050216
395	0.2463121306
396	0.2458500867
397	0.2455962064
398	0.2453016732
399	0.2451623545
400	0.2447666201
401	0.2443776451
402	0.2441187506
403	0.243799947
404	0.2435381378
405	0.243175149
406	0.2429528478
407	0.2425634925
408	0.2423457429
409	0.2419011534
410	0.2417535821
411	0.2416169397
412	0.2414448059
413	0.2413539379
414	0.2411668636
415	0.2409301711
416	0.2404924557
417	0.2400949189
418	0.2398557771
419	0.2396817601
420	0.2392980781
421	0.2391200967
422	0.2389708427
423	0.2385498561
424	0.2383412054
425	0.2381049148
426	0.2377835414
427	0.2375417943
428	0.2371916663
429	0.2368250396
430	0.2366146598
431	0.2364437388
432	0.236099786
433	0.235821321
434	0.2356875041
435	0.2354910699
436	0.2351730683
437	0.2350620736
438	0.2349519488
439	0.2349233726
440	0.2349091079
441	0.2346063187
442	0.2343926666
443	0.2339800542
444	0.2336355216
445	0.2334415218
446	0.2332153306
447	0.2329998002
448	0.2328363258
449	0.2326601975
450	0.2324294251
451	0.2320694785
452	0.2319158148
453	0.2317368378
454	0.2315757491
455	0.2313442344
456	0.231225098
457	0.2308731375
458	0.2305075211
459	0.2302333969
460	0.2300292948
461	0.2299242118
462	0.2295758453
463	0.2295518705
464	0.2294344168
465	0.2292299803
466	0.2289988847
467	0.2288951647
468	0.2286291231
469	0.2283491601
470	0.2281299041
471	0.2278462102
472	0.2276126265
473	0.2274811248
474	0.2271964624
475	0.2269908062
476	0.2268258599
477	0.2265374099
478	0.2263679307
479	0.2261695522
480	0.2259998479
481	0.2258307934
482	0.2256567355
483	0.2252627508
484	0.2249931102
485	0.224733998
486	0.2244319783
487	0.2242622789
488	0.2240223328
489	0.2237288829
490	0.2234832797
491	0.223266107
492	0.2231423224
493	0.2228777443
494	0.2225581078
495	0.2222958675
496	0.2221084015
497	0.2219343225
498	0.2216822456
499	0.2215106537
500	0.221316975
501	0.2211712022
502	0.2208513381
503	0.2207091707
504	0.2205503893
505	0.2203980428
506	0.2203416041
507	0.2201847321
508	0.2200118889
509	0.2196975981
510	0.2195318262
511	0.2192531755
512	0.2191661212
513	0.2189636216
514	0.2188227398
515	0.2184874258
516	0.2182982613
517	0.218107788
518	0.217885978
519	0.2177095847
520	0.2175742092
521	0.217434425
522	0.2171857337
523	0.2169515486
524	0.2166753993
525	0.2163679028
526	0.2160291189
527	0.2159346441
528	0.2157704441
529	0.2156163016
530	0.215435932
531	0.215045096
532	0.2147973998
533	0.2146575407
534	0.2145952405
535	0.2144639822
536	0.2143041329
537	0.2141520612
538	0.2139960695
539	0.213752551
540	0.2135418053
541	0.213329895
542	0.2130307762
543	0.2129096615
544	0.2126195835
545	0.2124673956
546	0.2123601772
547	0.2122006643
548	0.2119751518
549	0.2117825564
550	0.2114883257
551	0.2112951446
552	0.2111429449
553	0.2109837936
554	0.2107194194
555	0.2104870357
556	0.2104136195
557	0.2101933143
558	0.2100002918
559	0.2098594081
560	0.2098563038
561	0.2097358024
562	0.2096076608
563	0.2095064595
564	0.2092810938
565	0.2089653803
566	0.2088119984
567	0.2086857163
568	0.2083256865
569	0.2081922027
570	0.2079292693
571	0.2079227966
572	0.2077329361
573	0.2075889027
574	0.2074812508
575	0.2073720669
576	0.207220808
577	0.2070230718
578	0.2069574742
579	0.2067852823
580	0.2066002301
581	0.2063641386
582	0.2061930136
583	0.2060834416
584	0.2059430879
585	0.2058065667
586	0.2055739642
587	0.2054835696
588	0.2053112072
589	0.2051917305
590	0.2050012069
591	0.2047077171
592	0.2045401882
593	0.2043407835
594	0.2041049674
595	0.203758222
596	0.2037004341
597	0.2035926492
598	0.2034522517
599	0.2033274642
600	0.202957205
601	0.2027465164
602	0.2026379675
603	0.202548195
604	0.2024564093
605	0.2022291629
606	0.2021065601
607	0.2020361256
608	0.2018651223
609	0.2016670398
610	0.2014495307
611	0.2012933315
612	0.2012123303
613	0.2009789717
614	0.2008285192
615	0.2007655625
616	0.2005806546
617	0.200150342
618	0.200047827
619	0.1999119993
620	0.1996240956
621	0.1995373043
622	0.1992956301
623	0.1990651626
624	0.1989020163
625	0.1987924108
626	0.198573477
627	0.1984337519
628	0.1983234651
629	0.1981385444
630	0.1981049579
631	0.1978037293
632	0.1976749626
633	0.1974549141
634	0.1972169408
635	0.1970753359
636	0.1969348158
637	0.1967902031
638	0.1966896584
639	0.1965814267
640	0.1963765981
641	0.1962481757
642	0.1961158706
643	0.1959846833
644	0.1958876691
645	0.1957212627
646	0.195664695
647	0.1956038248
648	0.1954844087
649	0.1953305577
650	0.1952283116
651	0.1950928249
652	0.1948865022
653	0.1946842473
654	0.1945242685
655	0.1943559312
656	0.1942787146
657	0.1940964608
658	0.1940020505
659	0.1939302284
660	0.1938292808
661	0.1936775421
662	0.193518781
663	0.193405677
664	0.1933013014
665	0.1931249223
666	0.1930349464
667	0.1928746484
668	0.1926862351
669	0.1925894874
670	0.1925190648
671	0.1923336131
672	0.1923287629
673	0.1922563083
674	0.1921348897
675	0.1919846348
676	0.1916536004
677	0.19162194
678	0.1913797392
679	0.1911590513
680	0.1909892337
681	0.1908136286
682	0.1907398351
683	0.1906970281
684	0.1904804111
685	0.1904280979
686	0.1903376998
687	0.1901813879
688	0.1900706173
689	0.1900009917
690	0.1898386695
691	0.1897356899
692	0.1896020263
693	0.189503356
694	0.1893862141
695	0.1892359015
696	0.1891829736
697	0.1889718663
698	0.1888653508
699	0.1886266948
700	0.1885122145
701	0.1882967131
702	0.1882027314
703	0.1881028443
704	0.1880213362
705	0.1878189627
706	0.1877096059
707	0.1875127047
708	0.1874066419
709	0.1872126352
710	0.1870748819
711	0.1868959848
712	0.1868213583
713	0.1866678467
714	0.1864868481
715	0.1863796381
716	0.1863246974
717	0.186188788
718	0.186000289
719	0.1858951868
720	0.1857763662
721	0.185608356
722	0.1853780761
723	0.1851814434
724	0.1850269033
725	0.1849149007
726	0.1848103926
727	0.1846888006
728	0.1844505333
729	0.1842849383
730	0.1842150797
731	0.184034718
732	0.1836622362
733	0.1835671353
734	0.1834727329
735	0.183298842
736	0.1832510105
737	0.183068874
738	0.1828843459
739	0.1827269379
740	0.1825663403
741	0.1824309865
742	0.1823433046
743	0.1822809626
744	0.1821355662
745	0.1820085344
746	0.1818309712
747	0.181656999
748	0.1815686807
749	0.1814816678
750	0.1813210983
751	0.1812144937
752	0.1810563975
753	0.1808106742
754	0.1805733644
755	0.180503595
756	0.180338662
757	0.1801907159
758	0.1800706204
759	0.1799907423
760	0.1798483394
761	0.1795055901
762	0.1793635138
763	0.1793192926
764	0.1792608568
765	0.1792094629
766	0.1790926304
767	0.1789341382
768	0.1788239893
769	0.1786727019
770	0.1785457873
771	0.1783647631
772	0.1781543636
773	0.178091897
774	0.1779528561
775	0.177873343
776	0.177650428
777	0.1775279735
778	0.1774429945
779	0.1773306654
780	0.1772703652
781	0.1771728938
782	0.1770786894
783	0.1768833251
784	0.1767549776
785	0.1766591377
786	0.1766024808
787	0.1765324523
788	0.1764718866
789	0.1763588077
790	0.1762879161
791	0.1761476225
792	0.1758802843
793	0.1758375823
794	0.1756670475
795	0.1754761506
796	0.1753449509
797	0.1751966447
798	0.1750558915
799	0.1749475189
800	0.1747234281
801	0.1745145222
802	0.1743907387
803	0.1742192881
804	0.1741019359
805	0.1740198776
806	0.1739454609
807	0.1738630011
808	0.1737840516
809	0.1736629881
810	0.1735071624
811	0.1733948298
812	0.1733011815
813	0.1732011694
814	0.1730558128
815	0.1730006721
816	0.1729193596
817	0.1726980914
818	0.1725061516
819	0.1723554218
820	0.172276758
821	0.1721815477
822	0.1720348257
823	0.1719233556
824	0.171706609
825	0.1715758054
826	0.1713444625
827	0.171166116
828	0.1709842145
829	0.1708656742
830	0.1707690398
831	0.1706970152
832	0.1705883722
833	0.1705420298
834	0.1704219338
835	0.1702352082
836	0.1701756159
837	0.1701005579
838	0.1699925395
839	0.1698803926
840	0.1697459167
841	0.1696601801
842	0.1695208106
843	0.1692888077
844	0.169180974
845	0.1691258968
846	0.1689800339
847	0.1688833793
848	0.1688135222
849	0.1687609154
850	0.1685653649
851	0.1684293673
852	0.1683898824
853	0.1683070147
854	0.1682501317
855	0.1680853593
856	0.1679424811
857	0.1679103404
858	0.1678513481
859	0.1677527684
860	0.1676233219
861	0.1675434147
862	0.1673475208
863	0.1672561321
864	0.167135281
865	0.1670837457
866	0.1670122777
867	0.1669650334
868	0.1667615692
869	0.1665941605
870	0.1665252644
871	0.1663832093
872	0.1662910531
873	0.1661623184
874	0.166078898
875	0.165983539
876	0.1658842879
877	0.1657904795
878	0.1656330243
879	0.1655522275
880	0.1654242519
881	0.1653695476
882	0.1651960641
883	0.1649775771
884	0.1648690632
885	0.1647058026
886	0.1645666085
887	0.1644109162
888	0.1642122421
889	0.1640662152
890	0.163938613
891	0.1636977999
892	0.1636378406
893	0.1635289887
894	0.1634140345
895	0.1632524739
896	0.1631744174
897	0.1630205315
898	0.1629253256
899	0.1628738351
900	0.1627862183
901	0.162647332
902	0.1625016312
903	0.1624112888
904	0.1622917524
905	0.1622194879
906	0.1621657955
907	0.1620924818
908	0.1619316945
909	0.1617186119
910	0.1615219456
911	0.1614279762
912	0.1612789099
913	0.1612234884
914	0.1610104964
915	0.1608349435
916	0.1606529887
917	0.1605397699
918	0.160406155
919	0.1602649009
920	0.1601844105
921	0.1600344334
922	0.159870092
923	0.1598135336
924	0.1597626254
925	0.1596379073
926	0.1595494092
927	0.1594451725
928	0.1593191412
929	0.159220828
930	0.1589556942
931	0.158830659
932	0.1587235479
933	0.1586552356
934	0.1584779147
935	0.1583883595
936	0.1582976309
937	0.1582120081
938	0.1581507892
939	0.1579757668
940	0.1578983068
941	0.157794478
942	0.1576663738
943	0.1575198725
944	0.157270269
945	0.157113827
946	0.1570500564
947	0.1569858454
948	0.1569088328
949	0.15669992
950	0.1566299042
951	0.1565017025
952	0.1564319109
953	0.1563704792
954	0.1562302324
955	0.1561439481
956	0.1560469275
957	0.1559285985
958	0.1558233667
959	0.1556444799
960	0.1555435367
961	0.1554622882
962	0.155320104
963	0.1552469711
964	0.1552145959
965	0.1551491495
966	0.1549780019
967	0.1549071487
968	0.1547741993
969	0.1547394533
970	0.1545566675
971	0.1544515821
972	0.1543458316
973	0.1542374403
974	0.1541099928
975	0.1539989138
976	0.1538759633
977	0.1537936039
978	0.1536868037
979	0.1535594429
980	0.1534270703
981	0.1533205588
982	0.1532225934
983	0.1531963447
984	0.1529234446
985	0.1529183137
986	0.1528037865
987	0.1527592894
988	0.1526577409
989	0.1525318007
990	0.152420903
991	0.1523145831
992	0.1521394962
993	0.152071006
994	0.1519951953
995	0.1518918645
996	0.1517749577
997	0.1516654191
998	0.1515192557
999	0.1514332679
